Address_Id,Customer_Id,Address_Line_1,Address_Line_2,Address_Line_3,Address_Line_4,Town_City,State_Country_Province,Country,Post_Zip_Country,Other_Address_Details
430,206,DC895I5J2X3QDY,Norfolk,Merseyside,Missouri,Des Moines,Austria,Tanzania,Côte d'Ivoire,NGE0YO12
431,259,LC16MGZK8,Arlington,Oxfordshire,Nebraska,Anchorage,Gibraltar,San Marino,Monaco,6BY2BO3C95SF5JVC
432,424,L,Denver,Angus,Iowa,Raleigh,Indonesia,,Guatemala,PUAKKZ
433,80,3R,St. Paul,Aberdeenshire,Wyoming,Greensboro,Jordan,South Africa,Slovenia,EY533LYW8DLHDUCCYEXG
434,410,UQHMPHWKW7GFA3E0ICNK,Corpus Christi,Staffordshire,Arizona,San Diego,Martinique,Spain,Suriname,5
435,816,8,Montgomery,Ross,Hawaii,San Francisco,South Korea,Bermuda,Togo,WIOAZ6RNLB
436,216,WUE,Stockton,Herefordshire,Iowa,Omaha,Albania,Cameroon,Honduras,O
437,752,0CJM,Santa Ana,Middlesex,Indiana,Yonkers,Grenada,Denmark,Russia,I09N7W7RYEZUC
438,235,R12D8R92OR5Y60OHTW2K,Little Rock,Powys,North Carolina,Jacksonville,Congo,Montserrat,Anguilla,C5NJ48G9KF
439,924,74LVKSBPW8C,Grand Rapids,Selkirkshire,Montana,Chicago,Bahrain,Taiwan,Sweden,ZPGQZ6F5ZUX599
440,585,EO901RR2,Atlanta,Banffshire,Idaho,San Jose,Bahamas,Comoros,Ukraine,YQY4OGMPFHYRTFX9FTC7
441,210,V53VQTPA,Greensboro,Yorkshire,Wisconsin,Albuquerque,Russia,Macedonia,Canada,Q1Y8JODNE0DA3APAG
442,53,GG1KJXGHOYYCSJSDR,Milwaukee,Hampshire,,Little Rock,Seychelles,Afghanistan,Antarctica,VC009
443,550,EGS4BHVCYI0TY,Jacksonville,Bedfordshire,Minnesota,New Orleans,Pakistan,Bhutan,Morocco,EMQ1LICX1U7P0W5R921G
444,161,FPRVIT4C,Shreveport,Shropshire,Wisconsin,Omaha,Senegal,Hungary,Burundi,GP58YZ2H
445,966,J3S472LBH,Arlington,Lancashire,Idaho,Jackson,Djibouti,Côte d'Ivoire,Switzerland,5P
446,444,,Austin,Wiltshire,Oklahoma,Shreveport,Western Sahara,Iraq,Peru,XTWY
447,431,BTEB5KP7YY,Milwaukee,Buckinghamshire,Pennsylvania,Stockton,Armenia,Greece,Hungary,1WOG992ZAKL32Y
448,439,U0CX2RWVX8,Bakersfield,Nottinghamshire,New Hampshire,Long Beach,Switzerland,Venezuela,Moldova,
449,56,X91IDN9C7IUHALBGQY4,Charlotte,Somerset,Montana,Mobile,Kiribati,Congo,Brazil,FXWK
450,311,DL,Greensboro,Kirkcudbrightshire,New Mexico,Birmingham,Andorra,Germany,Rwanda,MI9
451,308,8SRA0UEM188W59M61YL,San Jose,Leicestershire,Florida,Wichita,Czech Republic,Zimbabwe,Latvia,6OHX228TY05
452,269,ZZJ2,Shreveport,Dyfed,New Hampshire,Colorado,Israel,Morocco,Jordan,57G2
453,866,RB6WSCOB7TQLD8,Jackson,Moray,Wyoming,Washington,Paraguay,Eire,Egypt,OFHDS7QZIVZDHFD
454,455,SVT81P673S,San Antonio,Yorkshire,New Mexico,Phoenix,Grenada,Spain,Afghanistan,02LL18HCA4XU
455,667,XRT288OZ8J7Q8WKKXF,Raleigh,County Durham,Maryland,Madison,Samoa,Grenada,Nauru,
456,95,KO,Philadelphia,Staffordshire,Arizona,Bakersfield,Virgin Islands,Suriname,Bulgaria,QGHLX3R2DGRYJ79
457,993,3Y36B,St. Louis,Buckinghamshire,Massachusetts,Raleigh,Tanzania,Lebanon,French Guiana,GLSD54UH7GX
458,689,LL324PEXI4LHXE0ZK5L,Seattle,Shropshire,North Carolina,Toledo,Jamaica,Jordan,Portugal,3N9WZ85JVWH9NXO5T
459,52,G58R77F7OUZ2XN,Akron,Kent,Arizona,Tampa,Portugal,Bulgaria,Sierra Leone,OA3UNC2M4LM0DH6LZQ6
460,205,NF5LIIN2TUEN9,Mobile,Aberdeenshire,Arkansas,New York,New Zealand,,Cook Islands,ZB
461,701,4EXLZK,Austin,Shetland,Illinois,Raleigh,Hong Kong,Singapore,Spain,PJK4IP7GPN4SN280XTC
462,296,CCVWA68N5JJ,Yonkers,County Durham,Mississippi,Des Moines,Guyana,Bolivia,Canada,KWVIZ31YYYY3C8DB37J
463,435,0CJFJ2ST2FWSJ5I,Garland,Perthshire,New Mexico,Charlotte,France,Vanuatu,Montserrat,X
464,940,G1GX2WB39,St. Louis,Tyne and Wear,Connecticut,Toledo,Kenya,Réunion,Eritrea,WD9PJJQQ81M8HSO14F
465,519,8BEFNB,Chicago,Stirlingshire,Kansas,Nashville,Sudan,San Marino,North Korea,9HQO1FF
466,150,D9D,Sacramento,Cheshire,Illinois,Mobile,Cameroon,Yemen,Mauritius,XWP9F5
467,511,YEI7RDXF,Mesa,Middlesex,Connecticut,Kansas,Saint Helena,San Marino,Vatican City,0I9AKI78PXG3
468,385,D4OP642M741G5UTHFNR,Montgomery,Stirlingshire,Louisiana,Hialeah,United Kingdom,Mauritius,Philippines,KM134
469,375,Y5W4YIMX,Sacramento,Armagh,South Dakota,Buffalo,Botswana,Croatia,Croatia,ON5O893VTTJR622
470,521,AIDN7,Los Angeles,Kent,North Dakota,Stockton,South Korea,Australia,Norway,6SUV
471,384,4NP8J9864B4SJP,Buffalo,Fermanagh,New Hampshire,Jacksonville,Brazil,Qatar,Libya,180RKCO4AUM56HRUT
472,291,CQ6U4,Tampa,Greater Manchester,Florida,Aurora,Morocco,Mexico,,1GMEE65A1NRG9993ME4W
473,396,8JQNH4VWLNTYIPTP,Richmond,Kinross-shire,Louisiana,El Paso,Micronesia,India,Trinidad,XERIYW
474,791,8BPZRSUP380Y,Baltimore,Gwent,Ohio,Virginia Beach,Costa Rica,Chile,Malaysia,ZKBXCRSE
475,729,7S34,Portland,Tyne and Wear,Texas,Honolulu,Poland,Macao,Germany,NTUM9A1CUL
476,405,3Z,Tucson,Selkirkshire,Illinois,Shreveport,Cyprus,Bahrain,Burkina Faso,W2UCQXD41VVGA
477,536,14D9IOBU,San Francisco,Buckinghamshire,Alaska,Hialeah,Italy,Jordan,Iraq,AGBU3IGUL
478,425,0WMBXJE7GRVYEWUYTG0V,Jackson,Northamptonshire,North Dakota,Yonkers,Haiti,Chile,Rwanda,
479,75,TQQT66CQ84JV,Oklahoma,Berwickshire,Colorado,Akron,Egypt,Bahamas,Rwanda,AAEMDEND
480,335,84CG99OWFB3MM8IBP7A,Norfolk,Fermanagh,Kentucky,Jacksonville,Indonesia,Yemen,Isle of Man,PWQZ7FEOD
481,917,,Norfolk,Roxburghshire,Michigan,Honolulu,Italy,Belarus,Austria,RDK2YUP
482,777,65VHQC1,,Midlothian,Alabama,Philadelphia,Norway,Timor-Leste,Sierra Leone,R3W1HVRFNY
483,73,7MC3CNQLC6,Fort Worth,Somerset,Texas,Indianapolis,Niger,Nicaragua,Afghanistan,OG73QTDQCM
484,327,6HDFM,Richmond,Cumberland,Hawaii,Riverside,Gibraltar,Benin,Bulgaria,3SHY87
485,237,KYUFJW8WF1ZGZIXM,Washington,Cambridgeshire,Michigan,Oklahoma,Spain,Pitcairn,Timor-Leste,7FSNW
486,66,8PRJALRPD1J,Wichita,Warwickshire,Washington,Jacksonville,Timor-Leste,Tonga,Portugal,9M
487,278,5TQ9,Cleveland,Roxburghshire,Nebraska,Tampa,Peru,Fiji,Burkina Faso,FV7SRF
488,180,6D72OQ37XMR5DN,Fresno,Berkshire,Ohio,Mobile,Bhutan,Madagascar,Bermuda,P5JAT9L3CV3Z4KJMJ
489,140,K24,Omaha,Lincolnshire,New Jersey,New Orleans,Senegal,Yemen,Slovenia,FJP0JB
490,722,VNAD2,Garland,Suffolk,Alabama,Milwaukee,Swaziland,Liechtenstein,Czech Republic,44Y
491,362,5VP3A,Lincoln,Essex,South Dakota,Baton Rouge,Bolivia,Eritrea,Samoa,5U
492,251,87OCJFDKYNCCZ0JZ,Pittsburgh,Powys,New York,Charlotte,Togo,Niue,Barbados,OM
493,183,P83PZDNW04CIU,Kansas,Lanarkshire,Hawaii,Anaheim,Kenya,Saudi Arabia,Angola,SOXW
494,42,3NEIYPBA4OKR,New Orleans,Middlesex,New Hampshire,Chicago,Italy,Kyrgyzstan,Djibouti,
495,884,BXD255HZV6I8T0GI,Houston,Nairnshire,,Charlotte,Oman,Bahrain,North Korea,OB1
496,655,01398PKHLA1F3E,Phoenix,Shropshire,Illinois,St. Paul,Haiti,Azerbaijan,Belgium,AH4
497,485,86BYM16CDE7GV94OVR,Philadelphia,Somerset,Pennsylvania,Birmingham,Liechtenstein,Mauritius,Afghanistan,8O
498,151,NINX,Austin,Berwickshire,Maine,Raleigh,Djibouti,Estonia,Jamaica,CWGPL7HP4M8706AISQX
499,642,7TLKVFKSSD0MOHVAUPQ,Lincoln,Angus,Kentucky,New Orleans,Ukraine,Guadeloupe,Guatemala,SGO1PIII
500,782,19,Raleigh,Humberside,North Carolina,Arlington,Bahrain,Indonesia,Kyrgyzstan,02MGRKR5
501,142,7GM6NA,Boston,Hertfordshire,Wyoming,Miami,Czech Republic,Israel,Gabon,6HG7U7F30MZZC5A2AV7
502,46,ML99R,Stockton,Hertfordshire,New Hampshire,Dayton,Benin,Suriname,Romania,03PY23JLR9MJ
503,29,FLH,Portland,Somerset,Massachusetts,Lincoln,Romania,Bolivia,Oman,PKG5KMGLLHVJM
504,301,U,Tampa,Gloucestershire,Rhode Island,San Diego,Nauru,Trinidad,Haiti,XCDHOK
505,258,OI9IZEVITTW2,St. Louis,Lanarkshire,Tennessee,Cincinnati,Timor-Leste,Kazakhstan,Jordan,22RH4
506,18,Y4D389XH1RFDFQ2U88T1,Virginia Beach,Down,Arizona,Des Moines,Morocco,Réunion,El Salvador,NUCR0
507,167,K6YYNSRR,Tampa,Isle of Wight,Alabama,Tucson,Sri Lanka,Mongolia,Mauritius,MMKUWP8RTEL
508,479,T,New York,Selkirkshire,Idaho,Lincoln,Lithuania,Jersey,Tunisia,FGF
509,1,67SP2I,Rochester,Cornwall,Kansas,Las Vegas,Mozambique,Puerto Rico,Uganda,9DRXYMM
510,360,NXXMRU4JOTOKK30,Mobile,Northamptonshire,Pennsylvania,San Diego,Malvinas,Saint Helena,Sweden,POFVSR9QU2
511,6,DXE5LH5Q4XQ6,Sacramento,Rutland,Delaware,Baltimore,Malta,Tanzania,Cyprus,1CIHRFTWOHW2OB1LZZ2H
512,568,XCRQZ54OYF4U33X2,Garland,Lanarkshire,Alabama,Glendale,Luxembourg,Oman,Haiti,
513,615,8L5SERNDN6R7I,Newark,Ross,Oregon,Jackson,Congo,Iraq,Mali,3489DY25VZCFD9RV0H5P
514,717,3XC,Columbus,Lancashire,Nevada,Sacramento,Ghana,Kiribati,Gambia,
515,967,GWULX,Phoenix,Midlothian,Oklahoma,Tampa,Czech Republic,Argentina,Réunion,SLRJR59QSL019D8I2UUI
516,925,Q,Milwaukee,Devon,New York,Akron,Philippines,Trinidad,Hungary,XP9YSU3Z
517,147,IABID7NRP50F,Fort Wayne,Orkney,Illinois,Jersey,Philippines,Kiribati,South Korea,B912CMIT
518,457,L4DBZCHGL,Phoenix,Kirkcudbrightshire,New Mexico,Rochester,Vatican City,Suriname,Angola,WV47RFCZDNHFBVFF
519,704,WQDG5IMO91Z8C25TJJQ4,Akron,Staffordshire,Maryland,Boston,Myanmar,Angola,Philippines,WI
520,347,,Madison,Somerset,Oklahoma,San Antonio,Uzbekistan,Syria,Malawi,YB6R79QZ
521,627,W,Mobile,Lancashire,Maryland,Cleveland,Jordan,Philippines,Malawi,1LZ8NXNGPXTLSGGH
522,60,USHAXJ9ZX9ER0QH8,Tacoma,Merseyside,Oklahoma,Wichita,New Zealand,Eire,Kenya,0EMNGQ088KPD0IOCS
523,499,GRDJDRB66TXPH2ZT5LD,Philadelphia,Berwickshire,Minnesota,Birmingham,Canada,Mexico,Cambodia,1I7NYSY5YOZ6V
524,657,CRPR0A2NESS2H1I5JNH0,Bakersfield,Ayrshire,Pennsylvania,Tucson,Ethiopia,Peru,Liberia,918CD
525,933,3QQC9G7EXU447PP1L,Anaheim,Cumbria,South Dakota,New York,Philippines,Sierra Leone,Jamaica,LUZ0FCX2P
526,321,2ONSD0V7F,Arlington,Cornwall,Utah,Mobile,Denmark,Bahamas,Mongolia,5904EZYDGUO
527,109,UAH4CV80Y,Boston,Berwickshire,West Virginia,Baltimore,Cameroon,Sierra Leone,Kyrgyzstan,SC82PZ4Y9CY8R7
528,474,QUU9GYOYACS,Long Beach,,West Virginia,Boston,Cameroon,Uganda,Oman,68LUWGIIP
529,7,X4EBIBDQH21NJMC0RBH,Baton Rouge,Somerset,Rhode Island,Chicago,Luxembourg,Belgium,Switzerland,QBA3VWJUA1MRDNXXR
530,508,36T8TE,Chicago,Herefordshire,Michigan,Lubbock,Guadeloupe,Kazakhstan,Cyprus,TBRD6FR5UZSTATIWY
531,169,FBWX2RRDDP0DXM,Denver,Cumberland,California,Columbus,Pitcairn,Lithuania,Burkina Faso,UUDGEEG
532,927,YNT6PULN7YV30RA6,Detroit,Sussex,Vermont,San Jose,Côte d'Ivoire,Congo,Western Sahara,WEUXWYPBPEED5UBQ1
533,784,40YEK5YWS9,Tucson,Warwickshire,Oklahoma,Anaheim,Japan,South Georgia,Indonesia,1GRS9GOA3
534,293,,Houston,Ross,Alaska,Aurora,Chile,Nigeria,Finland,TC
535,141,QYK2U75FMOGTOP,Phoenix,Somerset,Colorado,Jersey,Congo,Mauritania,Bolivia,DX
536,871,,Greensboro,Roxburghshire,Rhode Island,Tampa,Greece,Ecuador,Germany,JCAW2U4Y43ILI0IMEUCZ
537,177,ORM3IJ9WOTEIUAWL,Long Beach,Cromartyshire,Alaska,Cleveland,Uganda,Saudi Arabia,Bolivia,35E9MUSICI0G3
538,118,DG0B05J,Baton Rouge,Northumberland,Illinois,Detroit,Anguilla,Réunion,Namibia,ZG4H7BTO5X3R3D
539,567,RVFJ4QU7Q81NVR7PNE,Minneapolis,Kent,Alaska,Cleveland,Italy,Nicaragua,Pakistan,X11XNF6VNGZBFRLH4
540,70,TNKCSV6B8YWOL2YRNTCJ,,Rutland,Florida,Toledo,Denmark,Virgin Islands,Netherlands,PJ6AD5NKF0G5
541,279,JB41VXRL9ANL4QH7INO,Lincoln,Cumberland,Michigan,Madison,Aruba,Georgia,Cape Verde,RF
542,304,,Bakersfield,Lancashire,Ohio,Stockton,Côte d'Ivoire,South Korea,Denmark,EHZJFVSKG170D
543,726,L8TKFKW0JVAV,Cleveland,Tyrone,Idaho,Jacksonville,Libya,Seychelles,Colombia,K
544,382,9,Des Moines,Armagh,Washington,Washington,Djibouti,Denmark,Uzbekistan,YCETZNOV930
545,288,GAWXEPZN92HCH,Anchorage,Armagh,Minnesota,San Diego,Georgia,Mozambique,Albania,FIK8W2C3ILZTRLTCX
546,21,56OKNX2AH,Omaha,Cambridgeshire,Wyoming,Madison,Morocco,Mexico,Hungary,6HG07JD
547,261,DVKQECQ6G4R,Glendale,Tyne and Wear,Arkansas,St. Paul,Philippines,Eire,Malta,DRT3ACVM
548,349,QQJPMKKHY8EGDPMA,Yonkers,County Durham,Arkansas,Memphis,Burundi,Germany,Poland,YGZ3ALGXCCL2DTCYL
549,530,B95TGKJ599WCBW,Oakland,West Midlands,Montana,Miami,Cuba,Italy,Liberia,I
550,960,SXGY1YBHPZH4G,Jacksonville,Bute,Washington,Las Vegas,Venezuela,Chile,Fiji,EA1UA
551,969,CPQFV4VLE95ZKDBN5M,Lubbock,Dumfriesshire,Alabama,Garland,Niue,Montenegro,Estonia,KAEBNX
552,244,1NG8N9C0RGTZF,San Antonio,Cromartyshire,Delaware,Tacoma,Mali,Philippines,Vietnam,GUVYKVVZ2U6SJZXH5
553,529,1WJ6WFRH7I6S1EY61UU,Little Rock,Kirkcudbrightshire,Wisconsin,Tampa,Morocco,Dominica,Portugal,FCVQNE
554,246,FFWG,Tampa,Hertfordshire,New Mexico,Jacksonville,Western Sahara,Kyrgyzstan,Somalia,TL16I1PNWWYGZ11NRB
555,164,6I334LAQWIGSH86KJGX,Fort Wayne,Essex,Indiana,Richmond,Nauru,Panama,United Kingdom,V2QPMS9M8K9
556,274,V8Y1LEY4NNL023QXND2,Little Rock,Armagh,Iowa,Tacoma,Mayotte,Colombia,Sri Lanka,7HUQA
557,404,W,Denver,Gwent,Connecticut,Oklahoma,United States,Falklands,Montenegro,SJS
558,890,4VHDJLN7VZZF6YK2IQM,Anchorage,Cromartyshire,North Dakota,Omaha,Kyrgyzstan,Iran,Cook Islands,4N3Y16NEP4
559,602,29WGPEI9W6DZ5T32K,Tucson,Stirlingshire,West Virginia,San Diego,Tunisia,Bhutan,United Kingdom,6J23VED9EH3M
560,937,UDHFSM1NWRCLVCAR,Little Rock,Cumberland,West Virginia,St. Petersburg,Niue,Honduras,Suriname,RZ5AQSYRNDX3MOR2
561,352,,Aurora,East Lothian,California,Jersey,Kenya,United States,Senegal,
562,376,Y1O,Memphis,Staffordshire,Arizona,Indianapolis,Pakistan,Nigeria,Tanzania,V5A
563,531,2DAPMZ9DUHHAV9NMH,Cleveland,Shetland,Minnesota,Mobile,Zambia,Guatemala,Aruba,YRNEGFAE010W710CNW6M
564,231,F2HRXBA1PDT94J,Fort Worth,Dunbartonshire,Utah,Shreveport,Ethiopia,Fiji,Pitcairn,54Z9QL6EN
565,110,OB352Z1DJ,Las Vegas,Fermanagh,North Dakota,Dayton,Spain,El Salvador,Poland,HWR0DMCCJH9DW2QH
566,13,V,Mesa,Dyfed,Indiana,New York,Guam,Paraguay,Djibouti,2M6YY
567,220,LG13CDNLMOBGZEL9WJ,Charlotte,Gwent,Kansas,Kansas,Bahamas,Swaziland,Venezuela,HSNN4Q
568,323,DYQ7XJHE,St. Paul,Gwynedd,Oklahoma,San Diego,American Samoa,Russia,El Salvador,3ZD
569,291,DOXT27PKN9HVGX,Mesa,Surrey,Michigan,Baton Rouge,Bulgaria,Tonga,Congo,IZF
570,96,Z,Grand Rapids,Tyne and Wear,West Virginia,New York,Thailand,Singapore,Israel,NPBKN59R8WJ8V4SH9I7A
571,102,,Seattle,Derbyshire,New Mexico,Omaha,Senegal,Brazil,Falklands,QZ7LPE902KQ1OEWU
572,512,5NERHZC,Yonkers,Perthshire,Wyoming,Arlington,Oman,Poland,Croatia,BJ71ERLHYY7W
573,267,5U93JUYC8X,Denver,Aberdeenshire,New Hampshire,Tulsa,Malawi,Côte d'Ivoire,Guadeloupe,ZS4TXQ4YY
574,174,HDSP0,St. Petersburg,Northumberland,Idaho,Akron,Hungary,Aruba,Bahamas,ZR5CT
575,9,M1PW1T7,Garland,Northumberland,Iowa,Austin,Togo,Mauritania,Guyana,6PVMV7O36B7L4RF1
576,144,W,Hialeah,Gloucestershire,Ohio,Omaha,Eire,Taiwan,Georgia,IKYWVH6QFDS7A9ESAR
577,480,RWL7XHK2VBJPM,Newark,Leicestershire,Mississippi,Atlanta,Cameroon,Kazakhstan,Finland,C9OS31MLIIU6AYM
578,162,3,San Francisco,Northumberland,Montana,Sacramento,Tuvalu,Guam,Costa Rica,RUAB8PW
579,494,Z8IADY,Charlotte,Dumfriesshire,Iowa,Fort Worth,Vanuatu,Belarus,Lebanon,TWVW2TTTZ7P
580,912,5UXML3015NI7,Omaha,Yorkshire,South Dakota,Memphis,Benin,Czech Republic,Argentina,USU
581,873,MQTZTPUP2WF,Riverside,East Lothian,South Dakota,El Paso,Macao,Somalia,Aruba,9V
582,523,TCUY,Jackson,Powys,Utah,Tacoma,Albania,Lebanon,Russia,7K6H9NM
583,42,MYSIGC0VZYU,Lincoln,Dorset,Minnesota,Baton Rouge,United States,Liechtenstein,Congo,X0G0ND8
584,948,E24PM38FIGN4O3Y,Milwaukee,Roxburghshire,Texas,Albuquerque,Malta,Tuvalu,Moldova,
585,106,TRR52P1JE,Montgomery,Ayrshire,Michigan,Bakersfield,Norway,Suriname,Uzbekistan,5QJPO0738RSZZE2C
586,516,,Columbus,West Midlands,Washington,Seattle,China,Sierra Leone,Chile,OVNEM8F5WTJ62HMTNPI
587,546,ET4TQZFOUA269MJX5,Portland,Nairnshire,Washington,Tampa,Monaco,Uruguay,Eritrea,XJKZE1VTOXLEO
588,823,OTDDH177P7O0LA,Wichita,Greater Manchester,California,Cincinnati,Kenya,Guernsey,Monaco,PCBSJH3J
589,276,XTMDNW,St. Louis,East Lothian,Pennsylvania,Little Rock,Mali,Venezuela,Guadeloupe,6OW5
590,528,9E38RLIJJSW8Q5S0C3,Dallas,Sussex,Tennessee,Baton Rouge,Mozambique,Honduras,Falklands,65CPJ045AOZLCM
591,12,J980UPSI,Grand Rapids,Dyfed,North Carolina,Austin,Honduras,Venezuela,Pitcairn,Y84IHS9IU5
592,265,SXJHEJJY98AMP6,Washington,Bedfordshire,Maine,Raleigh,Kazakhstan,Guinea-Bissau,Tuvalu,8DQDAHVKNILVUNGK2NTY
593,160,V3CKJ4,,Worcestershire,Kansas,New York,Bhutan,Nauru,Oman,H2TXJEOIXMHKJRQEWD
594,630,AA1D,Fort Wayne,Hampshire,Arkansas,Newark,Saint Helena,Ethiopia,South Korea,QRYYDD9U08
595,218,1E,Jackson,Midlothian,Arkansas,Lincoln,Samoa,Anguilla,Suriname,V16VQBXFR262QW4B
596,297,JY26QL8ET6LTQ3S,Anchorage,Inverness-shire,Maine,Anchorage,Guinea,New Caledonia,Falklands,VQ659A8DI3FK9J
597,569,,Las Vegas,Suffolk,Illinois,Little Rock,Croatia,Lebanon,Colombia,APRFDN1
598,74,3J4,Stockton,Oxfordshire,Maine,Albuquerque,Denmark,Macao,Kiribati,GGMFJP8291XY
599,129,C7Z7Z,Little Rock,Down,Indiana,Portland,Iceland,Vietnam,Djibouti,21LRYI77HVHIJS
600,328,9G1OIK0,Milwaukee,Cheshire,Georgia,Philadelphia,Vanuatu,Tunisia,San Marino,5OYOUAPONUPNA16JCLD8
601,497,BJIG2N,Columbus,County Durham,North Dakota,Buffalo,Mali,Poland,Isle of Man,5NE5T7
602,79,JDXA26,Indianapolis,Aberdeenshire,Maine,Wichita,Palau,Liechtenstein,France,
603,152,2JRH9J7R3Z,St. Louis,Midlothian,New York,Cincinnati,Algeria,Iran,Malawi,5W0X8XK2
604,980,YZYSI,Portland,Berkshire,Nevada,Miami,Ghana,Namibia,Azerbaijan,3ZCDYW9UX6BB4X5
605,266,9QEHFBNHH1TT1WXGRDH,Tampa,Wiltshire,Kansas,Jacksonville,Congo,Antarctica,Albania,CZ0JI03P2
606,535,1,Tacoma,Sutherland,Alabama,Oklahoma,Yemen,Taiwan,Australia,YPQ13LG2HD
607,2,GHKFJP3OQQVV1B,Chicago,Derbyshire,New Jersey,Buffalo,Albania,Lithuania,Nepal,A6
608,423,0N84,Yonkers,Rutland,Pennsylvania,Yonkers,Cyprus,Congo,Nicaragua,5BW0O
609,114,,Oklahoma,Sutherland,Kansas,Lubbock,Bangladesh,Trinidad,Jersey,0ZUDWXKJR3WMAGY
610,12,HEX2,Corpus Christi,Tyrone,New Hampshire,Fort Worth,Honduras,Somalia,Nepal,4W2PV2GSN
611,275,TI7LAL0Y9WXZRYETB2Y,San Francisco,Lanarkshire,South Dakota,Louisville,Isle of Man,Portugal,Mauritania,S9D7431SHYUC460XBEH8
612,219,VLNQP9T1JZ3MDHWKG,Albuquerque,Bute,New Mexico,Lubbock,Andorra,Tuvalu,India,
613,397,FAU31V3OG6LY6BZX77,Baltimore,Fermanagh,Maine,Boston,Macao,Gibraltar,Peru,SL7ZX
614,691,GV,St. Louis,Nottinghamshire,Connecticut,Greensboro,Slovenia,Thailand,Timor-Leste,F
615,383,SZEASAMA1TC6NOARKRN1,Hialeah,Sussex,Delaware,Honolulu,Cameroon,Mauritius,Singapore,J
616,268,NGKS,Austin,Midlothian,Idaho,Stockton,Jordan,Kenya,Anguilla,QV4B5JYTKIZZPRRWOXR1
617,660,NG9P,Tacoma,Merseyside,New Jersey,Oakland,Romania,Canada,Panama,E12GS0453DJFTM
618,105,Z8EIVO,Virginia Beach,Buckinghamshire,New Mexico,Pittsburgh,Jordan,Israel,Kiribati,1PRRFOOHRTWF809
619,503,3T264,San Diego,Derbyshire,Michigan,Lincoln,Mongolia,Israel,Saint Helena,6HQBT2UDJT
620,563,M0NB,Minneapolis,Angus,Oregon,Jersey,Nigeria,Kazakhstan,Martinique,H5FKW5H
621,222,GN3TU85I,Akron,Gloucestershire,Kentucky,Cincinnati,Saint Helena,Russia,Vietnam,Z5
622,554,H0,Cleveland,Dumfriesshire,Hawaii,Montgomery,Morocco,Liechtenstein,Honduras,LNQKBNVKW4UVDX2BGZVE
623,466,60C4CX9,Grand Rapids,Greater Manchester,West Virginia,San Jose,Latvia,Senegal,Tunisia,M06BC80AR5AB6V2K
624,788,F3SOTZMIOXS4CTT2L,Cleveland,Tyrone,New Mexico,New York,Macao,Macedonia,Tunisia,R7HYXIN91MTT1W4
625,628,E6DCT936W5RN92E56,Cincinnati,Ayrshire,Kansas,Baton Rouge,Luxembourg,Spain,Philippines,SZMK8
626,354,UE0VLMUXPVAC7,New York,Derbyshire,Illinois,Stockton,Greece,Saint Helena,Guam,
627,459,I6J3S29JLN3HR1,Los Angeles,Merseyside,Ohio,Birmingham,Mauritius,Belgium,Macedonia,VA5ZJK720Q78
628,797,PQ7NG77,Montgomery,Rutland,Missouri,Lubbock,Samoa,Ukraine,Lithuania,X8OHJ2A
629,149,JLRIWJ7VJXH42JBC3,Omaha,Cromartyshire,Delaware,Dayton,Namibia,American Samoa,Cyprus,7GP96KEV
630,712,ATCS3VT9Z53OQ2B10I1,Bakersfield,East Lothian,Virginia,St. Paul,Malaysia,Turkey,Belize,00RSMOSJ3PU
631,829,DZDSJJ9WL,Denver,Nairnshire,Minnesota,Santa Ana,Argentina,Hungary,Brazil,S3UOGTJB5
632,261,EUJDXDTRHVPMK2RU7,Baltimore,Dyfed,Colorado,Fort Wayne,Tuvalu,Ukraine,Somalia,6OSOTFPDZS6KQ6GUBKWY
633,303,T1JTBJPBFK8J,Birmingham,Oxfordshire,Illinois,Baltimore,Malawi,Haiti,Venezuela,CF1EDVLPRUK
634,964,XOTQ95D5,Fremont,Berwickshire,Colorado,Cleveland,Zimbabwe,Colombia,Philippines,ZU30XVDTPQ1D7C
635,675,7,Washington,Shropshire,Connecticut,Jersey,Mauritania,Liechtenstein,Myanmar,8LIZF6K
636,748,05VQFB0OCU2JNKI,Charlotte,County Durham,Michigan,Akron,South Africa,Ghana,Saint Helena,9RA
637,115,,Charlotte,Isle of Wight,Idaho,Toledo,Zimbabwe,Bahrain,Czech Republic,J4N8YMAQCDU
638,737,LX9IXAS,Fresno,Derbyshire,Virginia,Austin,Namibia,Tajikistan,Botswana,OI4QMDN608D38
639,682,,Nashville,Northamptonshire,Nebraska,Cleveland,Guernsey,Thailand,Micronesia,54
640,519,BIPT9,El Paso,Kirkcudbrightshire,Massachusetts,Jersey,Palau,Vietnam,Timor-Leste,0T8NETO2H3R
641,108,T9,Grand Rapids,Rutland,Louisiana,Anchorage,Chile,France,Malawi,L
642,598,6NZV,Phoenix,Shropshire,Georgia,Akron,Guyana,Saint Helena,Montserrat,VR5AW1T6W33FAR
643,870,JK7QU455Q5PJZYQ3V3,New York,Surrey,Rhode Island,St. Paul,Honduras,Jersey,Cambodia,Z2G6BBJLP
644,602,OZHZ,,East Lothian,Georgia,Jersey,Canada,Cambodia,Philippines,OGO59V8EXIC3L92
645,128,L6QDRCBOPT,Montgomery,Midlothian,Alaska,Jacksonville,Cook Islands,Niger,Pitcairn,UX5JZJXI
